VariableCode,RegionCode,YearCode,AggValue
rtfpna,BEL,1950,0.54557240009307900
emp,BEL,1951,3.38463687896729000
hc,BEL,1951,2.21351242065430000
rgdpna,BEL,1951,68265.61718750000000000
rkna,BEL,1951,184620.65625000000000000
rtfpna,BEL,1951,0.55674439668655400
emp,BEL,1952,3.41250300407410000
hc,BEL,1952,2.22208166122437000
rgdpna,BEL,1952,69926.57812500000000000
rkna,BEL,1952,189360.21875000000000000
rtfpna,BEL,1952,0.56065565347671500
emp,BEL,1953,3.43867659568787000
hc,BEL,1953,2.23068380355835000
rgdpna,BEL,1953,72236.12500000000000000
rkna,BEL,1953,194350.89062500000000000
rtfpna,BEL,1953,0.56944507360458400
emp,BEL,1954,3.46259212493896000
hc,BEL,1954,2.23931956291199000
rgdpna,BEL,1954,75420.75781250000000000
rkna,BEL,1954,200568.35937500000000000
rtfpna,BEL,1954,0.58362495899200400
emp,BEL,1955,3.48956513404846000
hc,BEL,1955,2.24798870086670000
rgdpna,BEL,1955,78100.45312500000000000
rkna,BEL,1955,206321.92187500000000000
rtfpna,BEL,1955,0.59366118907928500
emp,BEL,1956,3.51909804344177000
hc,BEL,1956,2.25866770744324000
rgdpna,BEL,1956,80560.12500000000000000
rkna,BEL,1956,213635.71875000000000000
rtfpna,BEL,1956,0.59946304559707600
emp,BEL,1957,3.55544161796570000
hc,BEL,1957,2.26939725875854000
rgdpna,BEL,1957,82126.71093750000000000
rkna,BEL,1957,220514.28125000000000000
rtfpna,BEL,1957,0.59826517105102500
emp,BEL,1958,3.52221345901489000
hc,BEL,1958,2.28017807006836000
rgdpna,BEL,1958,81690.92968750000000000
rkna,BEL,1958,224850.21875000000000000
rtfpna,BEL,1958,0.59248709678649900
emp,BEL,1959,3.49313831329346000
hc,BEL,1959,2.29100990295410000
rgdpna,BEL,1959,84564.67187500000000000
rkna,BEL,1959,230907.14062500000000000
rtfpna,BEL,1959,0.60860353708267200
emp,BEL,1960,3.57932472229004000
hc,BEL,1960,2.30189323425293000
rgdpna,BEL,1960,89396.94531250000000000
rkna,BEL,1960,237991.50000000000000000
rtfpna,BEL,1960,0.62466144561767600
emp,BEL,1961,3.60849881172180000
hc,BEL,1961,2.31276583671570000
rgdpna,BEL,1961,93923.37500000000000000
rkna,BEL,1961,249955.92187500000000000
rtfpna,BEL,1961,0.63919311761856100
emp,BEL,1962,3.66282224655151000
hc,BEL,1962,2.32368969917297000
rgdpna,BEL,1962,98902.44531250000000000
rkna,BEL,1962,259406.95312500000000000
rtfpna,BEL,1962,0.65567660331726100
emp,BEL,1963,3.68696618080139000
hc,BEL,1963,2.33466529846191000
rgdpna,BEL,1963,103202.54687500000000000
rkna,BEL,1963,268448.78125000000000000
rtfpna,BEL,1963,0.67071080207824700
emp,BEL,1964,3.73525357246399000
hc,BEL,1964,2.34569263458252000
rgdpna,BEL,1964,110444.83593750000000000
rkna,BEL,1964,281054.59375000000000000
rtfpna,BEL,1964,0.69776862859726000
emp,BEL,1965,3.74631977081299000
hc,BEL,1965,2.35677218437195000
rgdpna,BEL,1965,114292.29687500000000000
rkna,BEL,1965,292989.46875000000000000
rtfpna,BEL,1965,0.70751333236694300
emp,BEL,1966,3.76040363311768000
hc,BEL,1966,2.37284588813782000
rgdpna,BEL,1966,117687.11718750000000000
rkna,BEL,1966,306403.21875000000000000
rtfpna,BEL,1966,0.71170389652252200
emp,BEL,1967,3.74330186843872000
hc,BEL,1967,2.38902950286865000
rgdpna,BEL,1967,122213.54687500000000000
rkna,BEL,1967,319284.78125000000000000
rtfpna,BEL,1967,0.72674638032913200
emp,BEL,1968,3.73827147483826000
hc,BEL,1968,2.40532350540161000
rgdpna,BEL,1968,127871.57812500000000000
rkna,BEL,1968,331749.40625000000000000
rtfpna,BEL,1968,0.74701112508773800
emp,BEL,1969,3.80064344406128000
hc,BEL,1969,2.42172861099243000
rgdpna,BEL,1969,135792.82812500000000000
rkna,BEL,1969,346264.75000000000000000
rtfpna,BEL,1969,0.76934820413589500
emp,BEL,1970,3.72116971015930000
hc,BEL,1970,2.43824553489685000
rgdpna,BEL,1970,144845.68750000000000000
rkna,BEL,1970,362320.40625000000000000
emp,BIH,1990,0.89499038457870500
rgdpna,BIH,1990,5535.76953125000000000
rkna,BIH,1990,10535.22753906250000000
emp,BIH,1991,0.82088106870651200
rgdpna,BIH,1991,5018.28466796875000000
rkna,BIH,1991,11040.66308593750000000
emp,BIH,1992,0.76252716779708900
rgdpna,BIH,1992,4695.26220703125000000
rkna,BIH,1992,11356.66503906250000000
emp,BIH,1993,0.71934401988983200
rgdpna,BIH,1993,4592.84228515625000000
rkna,BIH,1993,11748.54980468750000000
emp,BIH,1994,0.67231452465057400
rgdpna,BIH,1994,5104.11572265625000000
rkna,BIH,1994,12302.22167968750000000
emp,BIH,1995,0.65446686744689900
rgdpna,BIH,1995,6165.77197265625000000
rkna,BIH,1995,12375.52539062500000000
emp,BIH,1996,0.66202068328857400
rgdpna,BIH,1996,9507.57714843750000000
rkna,BIH,1996,14803.74414062500000000
emp,BIH,1997,0.68133747577667200
rgdpna,BIH,1997,12991.26074218750000000
rkna,BIH,1997,18088.50976562500000000
emp,BIH,1998,0.72142738103866600
rgdpna,BIH,1998,15149.93652343750000000
rkna,BIH,1998,21561.33203125000000000
emp,BIH,1999,0.74834865331649800
rgdpna,BIH,1999,16592.44921875000000000
rkna,BIH,1999,24367.43164062500000000
emp,BIH,2000,0.76360785961151100
rgdpna,BIH,2000,17490.81640625000000000
rkna,BIH,2000,27103.71875000000000000
emp,BIH,2001,0.77868056297302200
rgdpna,BIH,2001,17904.75585937500000000
rkna,BIH,2001,29687.35546875000000000
emp,BIH,2002,0.75524187088012700
rgdpna,BIH,2002,18809.83789062500000000
rkna,BIH,2002,32763.37500000000000000
emp,BIH,2003,0.74055242538452100
rgdpna,BIH,2003,19536.82031250000000000
rkna,BIH,2003,35881.13671875000000000
emp,BIH,2004,0.72408080101013200
rgdpna,BIH,2004,20760.44921875000000000
rkna,BIH,2004,38702.47265625000000000
emp,BIH,2005,0.72238743305206300
rgdpna,BIH,2005,22416.49414062500000000
rkna,BIH,2005,42304.97656250000000000
emp,BIH,2006,0.72440856695175200
rgdpna,BIH,2006,23752.26562500000000000
rkna,BIH,2006,45189.93750000000000000
emp,BIH,2007,0.75923174619674700
rgdpna,BIH,2007,25204.45507812500000000
rkna,BIH,2007,49323.11328125000000000
emp,BIH,2008,0.79452705383300800
rgdpna,BIH,2008,26610.34570312500000000
rkna,BIH,2008,54237.92578125000000000
emp,BIH,2009,0.76593178510665900
rgdpna,BIH,2009,25835.43359375000000000
rkna,BIH,2009,57190.42578125000000000
emp,BIH,2010,0.76798349618911700
rgdpna,BIH,2010,26021.26953125000000000
rkna,BIH,2010,59395.39453125000000000
emp,BIH,2011,0.76813942193985000
rgdpna,BIH,2011,26463.63085937500000000
rkna,BIH,2011,61471.40234375000000000
emp,BLR,1990,5.18043947219849000
rgdpna,BLR,1990,70554.01562500000000000
rkna,BLR,1990,184738.75000000000000000
emp,BLR,1991,5.06128787994385000
rgdpna,BLR,1991,69576.36718750000000000
rkna,BLR,1991,194306.17187500000000000
emp,BLR,1992,5.01566362380981000
rgdpna,BLR,1992,62866.35937500000000000
rkna,BLR,1992,200350.64062500000000000
emp,BLR,1993,4.88169145584106000
rgdpna,BLR,1993,58113.13281250000000000
rkna,BLR,1993,204973.62500000000000000
emp,BLR,1994,4.72592878341675000
rgdpna,BLR,1994,51323.47656250000000000
rkna,BLR,1994,207852.93750000000000000
emp,BLR,1995,4.43930101394653000
rgdpna,BLR,1995,45961.29687500000000000
rkna,BLR,1995,207620.73437500000000000
emp,BLR,1996,4.39617967605591000
rgdpna,BLR,1996,47237.39453125000000000
rkna,BLR,1996,207305.43750000000000000
emp,BLR,1997,4.40238094329834000
rgdpna,BLR,1997,52632.56250000000000000
rkna,BLR,1997,208661.62500000000000000
emp,BLR,1998,4.44509744644165000
rgdpna,BLR,1998,57077.08203125000000000
rkna,BLR,1998,210929.40625000000000000
emp,BLR,1999,4.46111774444580000
rgdpna,BLR,1999,59045.44531250000000000
rkna,BLR,1999,212803.53125000000000000
emp,BLR,2000,4.45156002044678000
rgdpna,BLR,2000,62462.75781250000000000
rkna,BLR,2000,214937.82812500000000000
emp,BLR,2001,4.42171525955200000
rgdpna,BLR,2001,65414.31250000000000000
rkna,BLR,2001,216926.37500000000000000
emp,BLR,2002,4.38429594039917000
rgdpna,BLR,2002,68690.51562500000000000
rkna,BLR,2002,219523.89062500000000000
emp,BLR,2003,4.34476327896118000
rgdpna,BLR,2003,73495.21875000000000000
rkna,BLR,2003,224067.06250000000000000
emp,BLR,2004,4.32326984405518000
rgdpna,BLR,2004,81893.60156250000000000
rkna,BLR,2004,230735.59375000000000000
emp,BLR,2005,4.35783004760742000
rgdpna,BLR,2005,89625.46093750000000000
rkna,BLR,2005,239730.04687500000000000
emp,BLR,2006,4.40756559371948000
rgdpna,BLR,2006,98586.15625000000000000
rkna,BLR,2006,253557.95312500000000000
emp,BLR,2007,4.44272422790527000
rgdpna,BLR,2007,107043.20312500000000000
rkna,BLR,2007,270206.87500000000000000
emp,BLR,2008,4.62286520004272000
rgdpna,BLR,2008,118008.96093750000000000
rkna,BLR,2008,292130.15625000000000000
emp,BLR,2009,4.56218767166138000
rgdpna,BLR,2009,118190.83593750000000000
rkna,BLR,2009,314334.46875000000000000
emp,BLR,2010,4.61007308959961000
emp,AUT,1950,3.15300726890564000
hc,AUT,1950,1.64183306694031000
rgdpna,AUT,1950,40223.26562500000000000
rkna,AUT,1950,86905.24218750000000000
rtfpna,AUT,1950,0.52700078487396200
emp,AUT,1951,3.16086792945862000
hc,AUT,1951,1.64449882507324000
rgdpna,AUT,1951,42715.55468750000000000
rkna,AUT,1951,93331.74218750000000000
rtfpna,AUT,1951,0.54486840963363600
emp,AUT,1952,3.16506123542786000
hc,AUT,1952,1.64716887474060000
rgdpna,AUT,1952,42549.34765625000000000
rkna,AUT,1952,97549.33593750000000000
rtfpna,AUT,1952,0.53367787599563600
emp,AUT,1953,3.17491173744202000
hc,AUT,1953,1.64984321594238000
rgdpna,AUT,1953,43947.21484375000000000
rkna,AUT,1953,99824.75000000000000000
rtfpna,AUT,1953,0.54523068666458100
emp,AUT,1954,3.18615651130676000
hc,AUT,1954,1.65252196788788000
rgdpna,AUT,1954,47573.98437500000000000
rkna,AUT,1954,104020.28125000000000000
rtfpna,AUT,1954,0.58010458946228000
emp,AUT,1955,3.19693565368652000
hc,AUT,1955,1.65520501136780000
rgdpna,AUT,1955,53021.38671875000000000
rkna,AUT,1955,111126.35937500000000000
rtfpna,AUT,1955,0.63019371032714800
emp,AUT,1956,3.20717477798462000
hc,AUT,1956,1.67157256603241000
rgdpna,AUT,1956,56289.82812500000000000
rkna,AUT,1956,117079.35937500000000000
rtfpna,AUT,1956,0.65171796083450300
emp,AUT,1957,3.23806214332581000
hc,AUT,1957,1.68810200691223000
rgdpna,AUT,1957,59558.26953125000000000
rkna,AUT,1957,123395.87500000000000000
rtfpna,AUT,1957,0.66878557205200200
emp,AUT,1958,3.24732875823975000
hc,AUT,1958,1.70479488372803000
rgdpna,AUT,1958,61737.22656250000000000
rkna,AUT,1958,129448.67968750000000000
rtfpna,AUT,1958,0.67643445730209400
emp,AUT,1959,3.26174283027649000
hc,AUT,1959,1.71856689453125000
rgdpna,AUT,1959,63553.02734375000000000
rkna,AUT,1959,135637.60937500000000000
rtfpna,AUT,1959,0.67980790138244600
emp,AUT,1960,3.28954195976257000
hc,AUT,1960,1.73136043548584000
rgdpna,AUT,1960,69363.59375000000000000
rkna,AUT,1960,145069.09375000000000000
rtfpna,AUT,1960,0.71773076057434100
emp,AUT,1961,3.31528162956238000
hc,AUT,1961,1.77304494380951000
rgdpna,AUT,1961,72995.19531250000000000
rkna,AUT,1961,156072.76562500000000000
rtfpna,AUT,1961,0.72165137529373200
emp,AUT,1962,3.30395627021790000
hc,AUT,1962,1.81573307514191000
rgdpna,AUT,1962,74447.83593750000000000
rkna,AUT,1962,164767.14062500000000000
rtfpna,AUT,1962,0.71299195289611800
emp,AUT,1963,3.28542351722717000
hc,AUT,1963,1.85944890975952000
rgdpna,AUT,1963,77716.27343750000000000
rkna,AUT,1963,173478.25000000000000000
rtfpna,AUT,1963,0.72272366285324100
emp,AUT,1964,3.28130483627319000
hc,AUT,1964,1.90421724319458000
rgdpna,AUT,1964,82437.35156250000000000
rkna,AUT,1964,184597.56250000000000000
rtfpna,AUT,1964,0.73960703611373900
emp,AUT,1965,3.26071310043335000
hc,AUT,1965,1.95006358623505000
rgdpna,AUT,1965,84616.31250000000000000
rkna,AUT,1965,195654.18750000000000000
rtfpna,AUT,1965,0.73583084344863900
emp,AUT,1966,3.22879600524902000
hc,AUT,1966,1.98923444747925000
rgdpna,AUT,1966,89337.39843750000000000
rkna,AUT,1966,208554.54687500000000000
rtfpna,AUT,1966,0.75529313087463400
emp,AUT,1967,3.17216849327087000
hc,AUT,1967,2.02919220924377000
rgdpna,AUT,1967,92242.67968750000000000
rkna,AUT,1967,220480.64062500000000000
rtfpna,AUT,1967,0.76426035165786700
emp,AUT,1968,3.16084313392639000
hc,AUT,1968,2.06995272636414000
rgdpna,AUT,1968,96237.44531250000000000
rkna,AUT,1968,232915.70312500000000000
rtfpna,AUT,1968,0.77432817220687900
emp,AUT,1969,3.06406164169312000
hc,AUT,1969,2.11153173446655000
rgdpna,AUT,1969,102411.16406250000000000
rkna,AUT,1969,246300.18750000000000000
rtfpna,AUT,1969,0.81465816497802700
emp,AUT,1970,3.05891346931458000
hc,AUT,1970,2.15394616127014000
rgdpna,AUT,1970,109674.36718750000000000
rkna,AUT,1970,262510.53125000000000000
rtfpna,AUT,1970,0.84364587068557700
emp,AUT,1971,3.06033301353455000
hc,AUT,1971,2.17901062965393000
rgdpna,AUT,1971,115282.15625000000000000
rkna,AUT,1971,280860.90625000000000000
rtfpna,AUT,1971,0.85992550849914600
emp,AUT,1972,3.07480669021606000
hc,AUT,1972,2.20436692237854000
rgdpna,AUT,1972,122438.71093750000000000
rkna,AUT,1972,302832.56250000000000000
rtfpna,AUT,1972,0.88084888458252000
emp,AUT,1973,3.08506131172180000
hc,AUT,1973,2.23001813888550000
rgdpna,AUT,1973,128422.66406250000000000
rkna,AUT,1973,324452.93750000000000000
rtfpna,AUT,1973,0.89379769563674900
emp,AUT,1974,3.08703804016113000
hc,AUT,1974,2.25596785545349000
rgdpna,AUT,1974,133487.32812500000000000
rkna,AUT,1974,344935.75000000000000000
rtfpna,AUT,1974,0.90273475646972700
emp,AUT,1975,3.02937150001526000
hc,AUT,1975,2.28221964836121000
rtfpna,BEL,1970,0.81409060955047600
emp,BEL,1971,3.74675679206848000
hc,BEL,1971,2.46890377998352000
rgdpna,BEL,1971,150281.78125000000000000
rkna,BEL,1971,377237.81250000000000000
rtfpna,BEL,1971,0.82196819782257100
emp,BEL,1972,3.73843598365784000
hc,BEL,1972,2.49994754791260000
rgdpna,BEL,1972,158180.04687500000000000
rkna,BEL,1972,392588.28125000000000000
rtfpna,BEL,1972,0.84688061475753800
emp,BEL,1973,3.77364301681519000
hc,BEL,1973,2.53138184547424000
rgdpna,BEL,1973,167864.35937500000000000
rkna,BEL,1973,409711.87500000000000000
rtfpna,BEL,1973,0.87245708703994800
emp,BEL,1974,3.83060431480408000
hc,BEL,1974,2.56215548515320000
rgdpna,BEL,1974,174914.04687500000000000
rkna,BEL,1974,428383.34375000000000000
rtfpna,BEL,1974,0.87904179096221900
emp,BEL,1975,3.77478122711182000
hc,BEL,1975,2.58380150794983000
rgdpna,BEL,1975,172592.93750000000000000
rkna,BEL,1975,445198.37500000000000000
rtfpna,BEL,1975,0.85831642150878900
emp,BEL,1976,3.75638699531555000
hc,BEL,1976,2.60005712509155000
rgdpna,BEL,1976,182349.18750000000000000
rkna,BEL,1976,463090.81250000000000000
rtfpna,BEL,1976,0.89277511835098300
emp,BEL,1977,3.74337077140808000
hc,BEL,1977,2.61641502380371000
rgdpna,BEL,1977,183490.93750000000000000
rkna,BEL,1977,480532.96875000000000000
rtfpna,BEL,1977,0.88445961475372300
emp,BEL,1978,3.74787950515747000
hc,BEL,1978,2.63287591934204000
rgdpna,BEL,1978,188705.59375000000000000
rkna,BEL,1978,498946.68750000000000000
rtfpna,BEL,1978,0.89269047975540200
emp,BEL,1979,3.78211641311646000
hc,BEL,1979,2.64944052696228000
rgdpna,BEL,1979,193123.29687500000000000
rkna,BEL,1979,515918.06250000000000000
rtfpna,BEL,1979,0.89358562231063800
emp,BEL,1980,3.77469706535339000
hc,BEL,1980,2.66610908508301000
rgdpna,BEL,1980,201774.25000000000000000
rkna,BEL,1980,538289.93750000000000000
rtfpna,BEL,1980,0.91641479730606100
emp,BEL,1981,3.70271348953247000
hc,BEL,1981,2.68207049369812000
rgdpna,BEL,1981,201210.73437500000000000
rkna,BEL,1981,552769.25000000000000000
rtfpna,BEL,1981,0.91236484050750700
emp,BEL,1982,3.65161895751953000
hc,BEL,1982,2.69812750816345000
rgdpna,BEL,1982,202407.90625000000000000
rkna,BEL,1982,563594.18750000000000000
rtfpna,BEL,1982,0.91567897796630900
emp,BEL,1983,3.60213923454285000
hc,BEL,1983,2.71428060531616000
rgdpna,BEL,1983,203039.10937500000000000
rkna,BEL,1983,572270.00000000000000000
rtfpna,BEL,1983,0.91768783330917400
emp,BEL,1984,3.60067009925842000
hc,BEL,1984,2.73053050041199000
rgdpna,BEL,1984,208046.82812500000000000
rkna,BEL,1984,582163.25000000000000000
rtfpna,BEL,1984,0.93106019496917700
emp,BEL,1985,3.61835312843323000
hc,BEL,1985,2.74687767028809000
rgdpna,BEL,1985,211483.32812500000000000
rkna,BEL,1985,592818.31250000000000000
rtfpna,BEL,1985,0.93366372585296600
emp,BEL,1986,3.64455509185791000
hc,BEL,1986,2.76635575294495000
rgdpna,BEL,1986,215338.17187500000000000
rkna,BEL,1986,605439.93750000000000000
rtfpna,BEL,1986,0.93482267856597900
emp,BEL,1987,3.67550301551819000
hc,BEL,1987,2.78597211837769000
rgdpna,BEL,1987,220305.28125000000000000
rkna,BEL,1987,619475.75000000000000000
rtfpna,BEL,1987,0.93905055522918700
emp,BEL,1988,3.75041699409485000
hc,BEL,1988,2.80572748184204000
rgdpna,BEL,1988,230710.76562500000000000
rkna,BEL,1988,639570.87500000000000000
rtfpna,BEL,1988,0.95529836416244500
emp,BEL,1989,3.79805207252502000
hc,BEL,1989,2.82562303543091000
rgdpna,BEL,1989,238714.50000000000000000
rkna,BEL,1989,664064.31250000000000000
rtfpna,BEL,1989,0.96269589662551900
emp,BEL,1990,3.83717417716980000
hc,BEL,1990,2.84565949440002000
rgdpna,BEL,1990,246203.93750000000000000
rkna,BEL,1990,692085.06250000000000000
rtfpna,BEL,1990,0.96711796522140500
emp,BEL,1991,3.84713983535767000
hc,BEL,1991,2.85840439796448000
rgdpna,BEL,1991,250717.03125000000000000
rkna,BEL,1991,716285.00000000000000000
rtfpna,BEL,1991,0.96796417236328100
emp,BEL,1992,3.83721590042114000
hc,BEL,1992,2.87120628356934000
rgdpna,BEL,1992,254554.65625000000000000
rkna,BEL,1992,740326.43750000000000000
rtfpna,BEL,1992,0.96955889463424700
emp,BEL,1993,3.80775332450867000
hc,BEL,1993,2.88406562805176000
rgdpna,BEL,1993,252106.15625000000000000
rkna,BEL,1993,761407.37500000000000000
rtfpna,BEL,1993,0.95211464166641200
emp,BEL,1994,3.78737783432007000
hc,BEL,1994,2.89698243141174000
rgdpna,BEL,1994,260241.54687500000000000
rkna,BEL,1994,782366.00000000000000000
rtfpna,BEL,1994,0.97343963384628300
emp,BEL,1995,3.84417366981506000
hc,BEL,1995,2.90995717048645000
rgdpna,BEL,1995,266447.68750000000000000
rkna,BEL,1995,805346.00000000000000000
rtfpna,BEL,1995,0.97404348850250200
emp,BEL,1996,3.85219907760620000
rgdpna,AUT,1975,133003.70312500000000000
rkna,AUT,1975,363901.75000000000000000
rtfpna,AUT,1975,0.88765805959701500
emp,AUT,1976,3.04071450233459000
hc,AUT,1976,2.30137062072754000
rgdpna,AUT,1976,139091.28125000000000000
rkna,AUT,1976,383812.68750000000000000
rtfpna,AUT,1976,0.90448492765426600
emp,AUT,1977,3.08087563514709000
hc,AUT,1977,2.32068228721619000
rgdpna,AUT,1977,146157.09375000000000000
rkna,AUT,1977,405964.00000000000000000
rtfpna,AUT,1977,0.91944032907486000
emp,AUT,1978,3.10640716552734000
hc,AUT,1978,2.34015583992004000
rgdpna,AUT,1978,145849.20312500000000000
rkna,AUT,1978,424343.65625000000000000
rtfpna,AUT,1978,0.89401233196258500
emp,AUT,1979,3.14474201202393000
hc,AUT,1979,2.35979294776917000
rgdpna,AUT,1979,153661.90625000000000000
rkna,AUT,1979,444045.90625000000000000
rtfpna,AUT,1979,0.91500741243362400
emp,AUT,1980,3.16107583045959000
hc,AUT,1980,2.37959504127502000
rgdpna,AUT,1980,156322.54687500000000000
rkna,AUT,1980,464079.84375000000000000
rtfpna,AUT,1980,0.90891313552856400
emp,AUT,1981,3.17341041564941000
hc,AUT,1981,2.39831805229187000
rgdpna,AUT,1981,156096.98437500000000000
rkna,AUT,1981,483048.34375000000000000
rtfpna,AUT,1981,0.88849079608917200
emp,AUT,1982,3.26718449592590000
hc,AUT,1982,2.41718864440918000
